content,Pelabelan,label
keren,Positif,0
pengiriman untuk shopee express cepet banget  thank s shopee,Positif,0
mending pindah ke aplikasi lain ajh di sini banyak seller penipu dan pihak shopee tidak mw tanggung jawab,Negatif,1
kami penjual merasakan sepi pembeli karena shope kebanyakan makan untung dan pembeli pada pindah ke marketplace lain,Negatif,1
biaya admin besar   biaya layanan besar   biaya ongkir besar  pengembalian dana ditolak  tidak ebrsahabat,Negatif,1
shopee merupakan salah satu aplikasi belanja online yang terbaik  semua barang ada disitu dari a z    aku setuju dengan semua ucapan orang  tentang baiknya aplikasi ini    karena fiturnya yang gampang dan warna jingganya yang mencolok  aku pun sering melihat lihat barang di aplikasi shopee   sangat bermanfaat  berkualitas dan baik,Positif,0
koin cashback gapernah masuk  complain gapernah diselesaikan dengan baik  ujungnya rugi,Negatif,1
lgi mau isi ulang kuota dengan harga    k pas mau di chek out harga nya tiba    berubah jadi    k dan tiba tiba saldo shopeepay berkurang sendiri padahal ga chek out sama sekali dan ga ngapa    in tiba    saldo shopeepay berkurang dengan sendirinya,Negatif,1
parah sih ini setelah update ongkir bisa    rb ke sulawesi parah sih ini orang daerah sulawesi malas belanja klau begini ongkir parah sih ini,Negatif,1
ada masalah soal pengiriman gagal dan barang tidak sampai tapi tagihan tetap masuk  sudah konfirmasi ke cs shopee buat menyelesaikan masalah ini tapi tidak kelar sampai sekarang     mei    juni  udah jelek banget sekarang ini shopee,Negatif,1
bisakah untuk memperbaharui agar data dan document  cache  tidak besar sangat menghabiskan space bisa sampai   gb,Negatif,1
aplikasi apa ini wee     masa baru tiga bulan pakai dah habis   jt,Negatif,1
beri fitur darkmode biar makin ok sejauh ini si sudah ok kalo support darkmode makin keren,Positif,0
aplikasi lambat saat oen app,Negatif,1
satset shope ajah,Negatif,1
lumayan gratis ongkirnyaa banyakk        ada beberapa harga terbaik dan ada beberapa ada harga yg lebih baik di toko tradisional,Positif,0
shope keren,Positif,0
gue punya saldo   k tpi knpa pas di buka shopeepay ny malah   hadeuh aneh,Negatif,1
ampun,Negatif,1
makin aneh touch screenya di iphone    pro,Negatif,1
sekarang shopee uda meresahkan  layanan shoppee express standar yg wajib dihidupkan kalau kita aktifin gratis ongkir  tp ga mau pick up barang kalau blum   bulan berturut  di atas    pesanan  cmna lah kelen  yg butuh bantuan itu umkm abis minyak dan waktu untuk antar paket aja  seharusnya dibantu di pick up   ini malah di persulit,Negatif,1
haii kak kenapa saya login shoppe jaringan bermasalah aja sedangkan jaringan saya bagus kenapa ga bisa login terus sih,Negatif,1
sp later ga di acc padahal belum pernah buat sama sekali dan umur udh    tahun lebih,Negatif,1
suka sekali,Positif,0
kebijakan baru yg memaksa menggunakan shopee express ini memberatkan saya sebagai penjual karena tidak adanya layanan pickup di shopee express,Negatif,1
shopee kategorinya shopping  bukan music  video  bukan entertainment  bukan sosmed  mohon diset agar tidak me pause music yg sedang disetel saat buka app  halaman toko  twitter dan instagram pun gak otomatis interrupt music kecuali kita klik on untuk suara videonya  mohon diperbaiki agar sesuai fungsi jenis app anda  terima kasih,Negatif,1
kenapa sekarang di iphone   setiap kali mau login jaringan error trus,Negatif,1
salah satu yg terbaik lah saat ini,Positif,0
baru kali ini shopeefood ngaco banget  pesen makanan datangnya sampai   menit kadang sejam  lokasi sama kaya dipesen ga jauh  amat  dulu ga sampai segitunya  hadehh mau pindah ke aplikasi ijo,Negatif,1
good job gak ngerti lagi mau ngmong apa pokok nya bagus,Positif,0
kualitas pelayan buruk sekali saya penjual ingin minta pengembalian barang  malah saldo penjualan saya ke pembeli dan barang saya sampai sekarang belum sampai ke tangan saya  shopee taekk,Negatif,1
sistem jaman majapahit cod harus dihilangkan  tidak ada alasan lagi jaman sekarang gak punya mobile banking dari bank swasta sampai bank bumn tersebar ke pelosok  dan kalo bank gak ada bisa lewat indomaret alfamart pun tersebar luas  kalo masih gak ada yaa gak perlu dilayani penjualannya  ada uang didepan dulu baru barang ready  keep simple,Negatif,1
gajelas babi,Negatif,1
blm ada solusi untuk pengembalian barang karena barang yg di pesan tidak sesuai    penjual di chat tidak di bls    hati  modus penipuan lewat cod,Negatif,1
sedikit lagi member platinum tpi limit spaylater d berikan kecil kali limitnya,Negatif,1
tingkatkan terus,Positif,0
saran tolong untuk area maluku utara khusus halmahera selatan jangan pake j t sumpah pelayanannya buruk  lama tertahan di kantor paketnya,Negatif,1
ganggu orang aja di apk lain    gua ngga mau make apk ini penjual nya banyak penipu yg datang banyak barang palsu,Negatif,1
yoi,Positif,0
mantap,Positif,0
pengiriman kurir sendiri seminggu stuck di gudang,Negatif,1
beberapa kali loh top up brizzi di shopee  dulu dulu lancar walaupun lama   x terakhir pertama isi   k ga masuk saldonya  yang kedua   k top up saldonya di kembaliin karna lagi error  terus kemaren top up   k saldo nya gak masuk  udah ajukan pengembalian malah di tolak  padahal brizzi nya di pakai saldonya masih saldo awal  kecewa sih sama shopee kalo soal pembayaran pembayaran gini  respon sama penindakannya lama dan gak bener,Negatif,1
saya ga bisa log in k akun saya  tlp cs ga d angkat sampe   bln lbh bgtu trs  akhirnya ga bs bayar spaylater  debt collector nya tlp suruh bayar  d tanyain bayar kemana malah ngoceh   mantap shopee,Negatif,1
pokoke shopee paling the best,Positif,0
sejauh ini fine    aja pakai shpe smpe sdh menber platinum  dan saya sangat berlangganan dgn shpe tpi kenapa kali ini sayaa beli paket data pada tgl         smpe sekarang blm saya terima dan itu sudah saya payment lunas  dan pada         saya meminta pengajuan pengembalian dana dan pada tgl         diinfokan pengembalian dana tidak di terima  status ny langsng brubah pesanan selesai padahal saya belum menerima paket data dan tidak menerima pengembalian dana  tolong pihak shope kerjasamanya emgang uang nya ga seberapa tapi untuk saya anak gadis rantauan sangat berharga uangnya,Negatif,1
lemot aja aplikasinya di seller centre nya,Negatif,1
makasih shopee,Positif,0
cs ga ngasih solusi malah end chat sepihak,Negatif,1
buat shoppe food ya ini aneh banget ngasik promo tapi ada biaya biaya buat pengantar dan resto dll tapi diskon dipkai hanya gak seberapa trs bikin susah nyarik makan pengemudi gak ada banyak,Negatif,1
paket saya tertahan di shope hub sunter agung selama   hari lewat   hari dari estimasi    hari chat dengan cs shopee jawabannya template tidak ada solusinya  untuk gudang sunter agung tolong disidak,Negatif,1
teruntuk mbak cs shopeepay later  saya tahu saya salah dan telat   hari jatuh tempo pembayaran  tapi bukan brrti saya tidak membayar  saya lupa kalau sudah jatuh tempo   tapi tolong kalau mau nagih yang sopan jangan bilang  apa alasan anda tidak mampu membayar  saya sangat kecewa dengan kata kata tersebut  padahal shopee platform resmi bukan pinjol abal abal semoga dapat memperbaiki lagi kata kata kedepannya          terimakasih oh iya  abis ini gak lagi kok pakai shopeepaylater,Negatif,1
mantuull,Positif,0
masih jadi ecommerce langganan meskiipun sekarang banyak biaya lain   semoga kedepannya tidak ada jadi bisa terus pakai aplikasi ini ngga pindah ke yang lain,Positif,0
mau jujur sih shopee paling mudah berbelanja dan fast respon dr cs keren     cepet bgt di tanggepi mana ramah gak pd lembut semua gak ngeyel kalo custumer komplain pembayaran cancel barang mantep pelayanan nya   ongkir mantep pokoknya sukses shopee  aku padamu deh,Positif,0
admin shopenya ngga profesional  saya ngga punya pinjaman tapi akun saya dibatasi  giliran ada orang yg belum bayar spay later di spam sampe di bayar tapi kerjanya sendiri ngga profesional  hahha kalo kek gini kalian semua mending jngn make shopee deh,Negatif,1
perbanyak gratis ongkir,Positif,0
slow compared to peer apps esp  on cellular data  and telkomsel at that   unoptimal coding and too many gimmicky features slowing it down,Negatif,1
diskonnya mantep,Positif,0
minimal ga chat sama bot bos,Negatif,1
sejak mengenal shopee semuanya lbh mudah  tinggal pilih barang  chek out  bayar dan sampai  smg shopee lbh sering mengadakan acara biar disc lbh sering  sukses buat shopee,Positif,0
shopee ga ada tanggungjawabnya sama sekali  pesanan saya udah mau nyampe malah dibawa ke rute yang lebih jauh  jadinya molor nyampenya padahal barang mau saya pakai  udah komplain tapi dengan santainya sama cs shopee cuma dibalas maaf dan bilang tenang saja pesanan kakak masih dalam proses pengiriman  helloo saya juga tau pesanan saya masih dalam proses pengiriman tapi jadinya sampenya lebih lama doong  udah ngga dikasih pilihan untuk memilih ekspedisi  dipaksa pakai ekspedisinya shopee tapi tledor malah pesanan di bawa lebih jauh dan ga ada tanggungjawab untuk menindaklanjuti komplain yg saya ajukan,Negatif,1
pengiriman lemot dan respon pihak shopee sangat lemot  masa iya aku yang di jember jatim pesen barang di surabaya perlu waktu estimasi selama   hari kan lucu   padahal satu provinsi  kebanyak stuck dicabang  males,Negatif,1
belanja paling mudah ya di shopee,Positif,0
awesome shoopping apkication,Positif,0
terimakasih shopee telah membantuku        sangat  berguna bagus gak pernah ngecewain,Positif,0
semoga dalam waktu dekat shopee bisa bekerjasama dengan perusahaan dana karena jika itu terjadi saya yakin pasar shopee akan semakin meningkat seiring berkembangnya pengguna aplikasi dana yang semakin marak,Positif,0
sudah pakai shopee untuk belanja online   tahun dan sangat puas,Positif,0
tai banget lo shopee  top up shopee pay aja ad admin nya gue isi   k yang masuk ke sopay cuma  k tai lo  lagi miskin apa gimana si,Negatif,1
sangat membantu untuk berbelanja online,Positif,0
akun ini sdh ga bisa dipercaya  pesan dari hari senin  udah   minggu ga jelas paket udh sampai dimana dan katanya mau di bantu tapi ga ada perkembangannya  udah ga mau pake aplikasi ini lagi  lebih baik pakai tokopedia,Negatif,1
suka sama aplikasi shoope sih belum pernah kena tipu juga,Positif,0
cukup membantu,Positif,0
dark mode when,Netral,2
saya pengguna iphone    awalnya aman aman aja sih  tp baru baru ini di tampilan beranda hp ngga ada aplikasi shoope saya pikir ke hapus  akhirnya mau dowload waktu mau dowload tulisanya tinggal buka berarti sudah ke dowload  nah akhirnya saya coba restart hp  setelah di restart ada aplikasi shoopenya tapi ngga bisa ke buka  mau update aplikasinya udh ke update  kalau di buka aplikasinya langsung ngeclose gitu  akhirnya saya hapus terus dowload lagi tapi sama aja kalau di buka apk nya ngeclose  kira kira gimana ya solusinya,Negatif,1
terimakasih shopee semua kebutuhan jadi lebih mudah menggunakan shopee mulai dari berbelanja keperluan hingga fasilitas lain yang disuguhkan sungguh mudah dan tidak berbelit belit seperti paylater  spinjam dan lain lain  pokoknya shopee terbaik,Positif,0
kurir shopee express hrus dilatih attitudenya  krg ajar semua,Negatif,1
tolong lah shope diperbaiki lagi sistem ny saya sdh bayar tagihan paylater melalaui mbanking tapi tagihan tidak diversfikasi buat kalian     iuta itu tidak sedikit paham kau  terus mana denda nyaa lagi    k lebih,Negatif,1
pake jasa pengiriman ga bener  adanya cuma shopee express nama doang express pengiriman lama banget sat tolong diperbaiki lagii gilaa pengiriman ya kagak ada yg benerr,Negatif,1
shopee keren  selalu menjual produk yang sesuai,Positif,0
enggak ada tunggakan apa apa tapi  spaylater gabisa digunakan  notif nya karena ada data yang tidak sesuai  coba chat cs  jawaban tidak memuaskan  enggak kasih solusi,Negatif,1
aplikasinya ngga cocok buat yang rajin belanja online  voucher gratis ongkirnya jarang banget  jatah sebulannya gasampe    gaada diskon cashbacknya sama sekali  cuman  x sebulan itupun cuman    dan toko tertentu  nunggu tanggal kembar atau tgl    jg ga ada promo  promonya cuman ada pas       sama pas lebaran aja,Negatif,1
good,Positif,0
pengiriman menggunakan shopee expres lelet bgt gasesuai sama waktu nya  terutama untuk dc cakung lama bgt proses nya  gatau org org nya pada ngapain  udah tau lelet masih aja dipertahanin orang nya pecat aja kalo kaya gitu ngerusak nama shopee,Negatif,1
bagus bgt coyy ini apk paling aman dah dari pada laz  dll,Positif,0
sangat bagus dan sangat membantu,Positif,0
pengiriman barang yg seharusnya hari ini sampai ditunda dengan alasan penyortiran satu hari lebih  udah kemarin gak ada kabar  mereka menunggu pesanan berikutnya biar ngirit kayaknya nih     udah bayar biaya layanan woy,Negatif,1
kenapa shoppe pay ku gx bsa kepake pdhl bru isi saldo    ktnya internet bermslh lah pdhl pkt bru  bli udh   x intal apk ttp aj sperti itu    kcewa dngn shoppe,Negatif,1
aneh bgt masa mau vertifikasi pake muka sndri sesuai ktp ga di kenali   gjls,Negatif,1
punya voucher gratis ongkir minim belanja rp   tp pas check out gk ada voucher nya cuma ada voucher cashback nya aja      pdhl nominal belanja    rb    dan di toko ada tulisan gratis ongkir extra    uda uninstall  x kirain hp ku yg error trnyta emg shopee yg ga jelas,Negatif,1
lengkap,Positif,0
jelek bgt untuk jasa shopee express dan penanganannya,Negatif,1
no connection terus padahal koneksi nya stabil   download apaapa juga bisa   shoppe kenapa sih,Negatif,1
suka jasa layannya cepat,Positif,0
kenapa akun saya tidak bisa live shopee,Negatif,1
dibagian mana sih melihat merchant yang sudah terdaftar  bingung q nyari dalam aplikasi kog gk da  merchant q yang sdh terdaftar di scan pembayaran malah gk da notif masuk kek apa sih kemana jadinya masuk dana itu  notif merchant aja gk terlihat,Negatif,1
syopii     ini bisa ga benerin bug nya  tiap  lagi scroll produk  trus klik produk yg mau diliat  pas balik ke menu sebelumnya tiba  udah di paling awal lagi  jadi harus scroll ulang mulu  cape bgt bolak balik teruuss,Negatif,1
smg makin baik kedepannya,Positif,0
belum kompitable dengan ipad,Negatif,1
overall selalu oke belanja disini,Positif,0
makasih shopee sudah hadir di era kami i love u kamu sangat membantu di tambah lagi banyak fitur keren sekarang,Positif,0
ngasih kebijakan soal pengembalian barang udah lama  ngikutin step by step nya tp ujung nya d tolak karna barang udh terlanjur ke klik d terima  stidaknya ksh solusi lain biar ga rugi  amat inimah nol d tolak mentah  makasih shopee,Negatif,1
good,Positif,0
min ini shopee kenapa ya udah   hari setiap masuk keranjang mau chekout gabisa loading terus  selalu muncul tulisan    halaman bermasalah  silahkan muat ulang dan coba lagi    udah diklik muat ulang gabisa sempet nyoba dilogout dulu terus masuk lagi juga tetep gabisa  tolong diperbaiki ya min  terimakasih,Negatif,1
cs shope gobloknya minta ampun knti  mau login gabisa suruh hubungin cs  giliran dihubungin minta data ini itu   udh dikasi  tetep aja dipersulit buat login ke akun pribadi  nganggur aja sono lu pada ah  kerja kagak becus,Negatif,1
terima kasih shopee sdh memberikan koin,Positif,0
shopee cod shopee cod bayar langsung dibentak  jujur gua suka banget sama app nya dan iklannya di youtube  yang gua suka dari iklannya adalah si shopee ini random banget cari bintang iklan terus kek cuman video biasa doang pake hp tapi itu yang bikin shopee jadi beda dari iklan app lain,Positif,0
saya sangat kecewa dgn pelayanan kurir shopee xpress  terutama kurir yg di padang  sudah   hari saya menunggu paket saya datang  berharap paket saya diantar ke rumah  ternyata tidak kunjung datang  saya liat di aplikasi paket saya gagal diantarkan karna yg bersangkutan tidak ada dirumah  padahal saya dirumah seharian   dan diantar kembali esok hari  dan besoknya saya tunggu lagi tapi tidak juga datang  saya liat lagi diaplikasi katanya paket ditolak oleh pembeli  padahal saya tidak pernah bertemu dengan kurir shopee xpress  kenapa bisa nya dia blg saya nolak paket saya  dan akhirnya paket saya dikembalikan ke penjual tanpa konfirmasi dari saya  jadi malas belanja di shopee,Negatif,1
shopeenya bagus cuma agen pengiriman shopee express sejenis itu kurang bagus  pengirimannya jarang sampai tepat waktu  sangat lambat responnya juga lambat,Negatif,1
